,Unnamed: 0,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,src
912,912,779,Bruxish,7,Normal,Gnash Teeth Pokémon,2,Water,Psychic,0.9,19,3,Dazzling,Strong Jaw,Wonder Skin,475,68,105,70,70,70,92,80,70,166,Medium Fast,1,Water 2,,50,15,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,bruxish.png
913,913,780,Drampa,7,Normal,Placid Pokémon,2,Normal,Dragon,3,185,3,Berserk,Sap Sipper,Cloud Nine,485,78,60,85,135,91,36,70,70,170,Medium Fast,2,Dragon,Monster,50,20,1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2,drampa.png
914,914,781,Dhelmise,7,Normal,Sea Creeper Pokémon,2,Ghost,Grass,3.9,210,1,Steelworker,,,517,70,131,100,86,90,40,25,70,181,Medium Fast,1,Mineral,,,25,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,dhelmise.png
915,915,782,Jangmo-o,7,Normal,Scaly Pokémon,1,Dragon,,0.6,29.7,3,Bulletproof,Soundproof,Overcoat,300,45,55,65,45,45,45,45,70,60,Slow,1,Dragon,,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,jangmo-o.png
916,916,783,Hakamo-o,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.2,47,3,Bulletproof,Soundproof,Overcoat,420,55,75,90,65,70,65,45,70,147,Slow,1,Dragon,,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4,hakamo-o.png
917,917,784,Kommo-o,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.6,78.2,3,Bulletproof,Soundproof,Overcoat,600,75,110,125,100,105,85,45,70,270,Slow,1,Dragon,,50,40,1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4,kommo-o.png
918,918,785,Tapu Koko,7,Sub Legendary,Land Spirit Pokémon,2,Electric,Fairy,1.8,20.5,2,Electric Surge,,Telepathy,570,70,115,85,95,75,130,3,70,257,Slow,1,Undiscovered,,,15,1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1,tapu koko.png
919,919,786,Tapu Lele,7,Sub Legendary,Land Spirit Pokémon,2,Psychic,Fairy,1.2,18.6,2,Psychic Surge,,Telepathy,570,70,85,75,130,115,95,3,70,257,Slow,1,Undiscovered,,,15,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,tapu lele.png
920,920,787,Tapu Bulu,7,Sub Legendary,Land Spirit Pokémon,2,Grass,Fairy,1.9,45.5,2,Grassy Surge,,Telepathy,570,70,130,115,85,95,75,3,70,257,Slow,1,Undiscovered,,,15,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,tapu bulu.png
921,921,788,Tapu Fini,7,Sub Legendary,Land Spirit Pokémon,2,Water,Fairy,1.3,21.2,2,Misty Surge,,Telepathy,570,70,75,115,95,130,85,3,70,257,Slow,1,Undiscovered,,,15,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1,tapu fini.png
922,922,789,Cosmog,7,Legendary,Nebula Pokémon,1,Psychic,,0.2,0.1,1,Unaware,,,200,43,29,31,29,31,37,45,0,40,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,cosmog.png
923,923,790,Cosmoem,7,Legendary,Protostar Pokémon,1,Psychic,,0.1,999.9,1,Sturdy,,,400,43,29,131,29,131,37,45,0,140,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,cosmoem.png
924,924,791,Solgaleo,7,Legendary,Sunne Pokémon,2,Psychic,Steel,3.4,230,1,Full Metal Body,,,680,137,137,107,113,89,97,45,0,306,Slow,1,Undiscovered,,,120,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,solgaleo.png
925,925,792,Lunala,7,Legendary,Moone Pokémon,2,Psychic,Ghost,4,120,1,Shadow Shield,,,680,137,113,89,137,107,97,45,0,306,Slow,1,Undiscovered,,,120,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1,lunala.png
926,926,793,Nihilego,7,Sub Legendary,Parasite Pokémon,2,Rock,Poison,1.2,55.5,1,Beast Boost,,,570,109,53,47,127,131,103,45,0,257,Slow,1,Undiscovered,,,120,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5,nihilego.png
927,927,794,Buzzwole,7,Sub Legendary,Swollen Pokémon,2,Bug,Fighting,2.4,333.6,1,Beast Boost,,,570,107,139,139,53,53,79,45,0,257,Slow,1,Undiscovered,,,120,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2,buzzwole.png
928,928,795,Pheromosa,7,Sub Legendary,Lissome Pokémon,2,Bug,Fighting,1.8,25,1,Beast Boost,,,570,71,137,37,137,37,151,45,0,257,Slow,1,Undiscovered,,,120,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2,pheromosa.png
929,929,796,Xurkitree,7,Sub Legendary,Glowing Pokémon,1,Electric,,3.8,100,1,Beast Boost,,,570,83,89,71,173,71,83,45,0,257,Slow,1,Undiscovered,,,120,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,xurkitree.png
930,930,797,Celesteela,7,Sub Legendary,Launch Pokémon,2,Steel,Flying,9.2,999.9,1,Beast Boost,,,570,97,101,103,107,101,61,45,0,257,Slow,1,Undiscovered,,,120,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,celesteela.png
931,931,798,Kartana,7,Sub Legendary,Drawn Sword Pokémon,2,Grass,Steel,0.3,0.1,1,Beast Boost,,,570,59,181,131,59,31,109,45,0,257,Slow,1,Undiscovered,,,120,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,kartana.png
932,932,799,Guzzlord,7,Sub Legendary,Junkivore Pokémon,2,Dark,Dragon,5.5,888,1,Beast Boost,,,570,223,101,53,97,53,43,45,0,257,Slow,1,Undiscovered,,,120,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,guzzlord.png
933,933,800,Necrozma,7,Legendary,Prism Pokémon,1,Psychic,,2.4,230,1,Prism Armor,,,600,97,107,101,127,89,79,255,0,270,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,0.5,1,1,1,0.5,1.5,1,1.5,1,1.5,1,1,necrozma.png
934,934,800,Dusk Mane Necrozma,7,Legendary,Prism Pokémon,2,Psychic,Steel,3.8,460,1,Prism Armor,,,680,97,157,127,113,109,77,3,0,306,Slow,1,Undiscovered,,,120,0.5,1.5,1,1,0.5,0.5,1,0,1.5,0.5,0.25,1,0.5,1.5,0.5,1.5,0.5,0.5,dusk mane necrozma.png
935,935,800,Dawn Wings Necrozma,7,Legendary,Prism Pokémon,2,Psychic,Ghost,4.2,350,1,Prism Armor,,,680,97,113,109,157,127,77,3,0,306,Slow,1,Undiscovered,,,120,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,3,1,3,1,1,dawn wings necrozma.png
936,936,800,Ultra Necrozma,7,Legendary,Prism Pokémon,2,Psychic,Dragon,7.5,230,1,Neuroforce,,,754,97,167,97,167,97,129,3,0,339,Slow,1,Undiscovered,,,120,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,ultra necrozma.png
937,937,801,Magearna,7,Mythical,Artificial Pokémon,2,Steel,Fairy,1,80.5,1,Soul-Heart,,,600,80,95,115,130,115,65,3,0,270,Slow,1,Undiscovered,,,120,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,magearna.png
938,938,802,Marshadow,7,Mythical,Gloomdweller Pokémon,2,Fighting,Ghost,0.7,22.2,1,Technician,,,600,90,125,80,90,90,125,3,0,270,Slow,1,Undiscovered,,,120,0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2,marshadow.png
939,939,803,Poipole,7,Sub Legendary,Poison Pin Pokémon,1,Poison,,0.6,1.8,1,Beast Boost,,,420,67,73,67,73,67,73,45,0,189,Slow,1,Undiscovered,,,120,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,poipole.png
940,940,804,Naganadel,7,Sub Legendary,Poison Pin Pokémon,2,Poison,Dragon,3.6,150,1,Beast Boost,,,540,73,73,73,127,73,121,45,0,243,Slow,1,Undiscovered,,,120,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,naganadel.png
941,941,805,Stakataka,7,Sub Legendary,Rampart Pokémon,2,Rock,Steel,5.5,820,1,Beast Boost,,,570,61,131,211,53,101,13,30,0,257,Slow,1,Undiscovered,,,120,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,stakataka.png
942,942,806,Blacephalon,7,Sub Legendary,Fireworks Pokémon,2,Fire,Ghost,1.8,13,1,Beast Boost,,,570,53,127,53,151,79,107,30,0,257,Slow,1,Undiscovered,,,120,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,blacephalon.png
943,943,807,Zeraora,7,Mythical,Thunderclap Pokémon,1,Electric,,1.5,44.5,1,Volt Absorb,,,600,88,112,75,102,80,143,3,0,270,Slow,1,Undiscovered,,,120,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,zeraora.png
944,944,808,Meltan,7,Mythical,Hex Nut Pokémon,1,Steel,,0.2,8,1,Magnet Pull,,,300,46,65,65,55,35,34,,,,Slow,1,Undiscovered,,,120,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,meltan.png
945,945,809,Melmetal,7,Mythical,Hex Nut Pokémon,1,Steel,,2.5,800,1,Iron Fist,,,600,135,143,143,80,65,34,,,,Slow,1,Undiscovered,,,120,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,melmetal.png
946,946,810,Grookey,8,Normal,Chimp Pokémon,1,Grass,,0.3,5,2,Overgrow,,Grassy Surge,310,50,65,50,40,40,65,,,,Medium Slow,2,Field,Grass,,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,grookey.png
947,947,811,Thwackey,8,Normal,Beat Pokémon,1,Grass,,0.7,14,2,Overgrow,,Grassy Surge,420,70,85,70,55,60,80,,,,Medium Slow,2,Field,Grass,,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,thwackey.png
948,948,812,Rillaboom,8,Normal,Drummer Pokémon,1,Grass,,2.1,90,2,Overgrow,,Grassy Surge,530,100,125,90,60,70,85,,,,Medium Slow,2,Field,Grass,,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,rillaboom.png
949,949,813,Scorbunny,8,Normal,Rabbit Pokémon,1,Fire,,0.3,4.5,2,Blaze,,Libero,310,50,71,40,40,40,69,,,,Medium Slow,2,Field,Human-Like,,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,scorbunny.png
950,950,814,Raboot,8,Normal,Rabbit Pokémon,1,Fire,,0.6,9,2,Blaze,,Libero,420,65,86,60,55,60,94,,,,Medium Slow,2,Field,Human-Like,,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,raboot.png
951,951,815,Cinderace,8,Normal,Striker Pokémon,1,Fire,,1.4,33,2,Blaze,,Libero,530,80,116,75,65,75,119,,,,Medium Slow,2,Field,Human-Like,,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,cinderace.png
952,952,816,Sobble,8,Normal,Water Lizard Pokémon,1,Water,,0.3,4,2,Torrent,,Sniper,310,50,40,40,70,40,70,,,,Medium Slow,2,Field,Water 1,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,sobble.png
953,953,817,Drizzile,8,Normal,Water lizard Pokémon,1,Water,,0.7,11.5,2,Torrent,,Sniper,420,65,60,55,95,55,90,,,,Medium Slow,2,Field,Water 1,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,drizzile.png
954,954,818,Inteleon,8,Normal,Secret Agent Pokémon,1,Water,,1.9,45.2,2,Torrent,,Sniper,530,70,85,65,125,65,120,,,,Medium Slow,2,Field,Water 1,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,inteleon.png
955,955,819,Skwovet,8,Normal,Cheeky Pokémon,1,Normal,,0.3,2.5,2,Cheek Pouch,,Gluttony,275,70,55,55,35,35,25,,,,Medium Fast,1,Field,,,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,skwovet.png
956,956,820,Greedent,8,Normal,Greedy Pokémon,1,Normal,,0.6,6,2,Cheek Pouch,,Gluttony,460,120,95,95,55,75,20,,,,Medium Fast,1,Field,,,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,greedent.png
957,957,821,Rookidee,8,Normal,Tiny Bird Pokémon,1,Flying,,0.2,1.8,3,Keen Eye,Unnerve,Big Pecks,245,38,47,35,33,35,57,,,,Medium Slow,1,Flying,,,15,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,rookidee.png
958,958,822,Corvisquire,8,Normal,Raven Pokémon,1,Flying,,0.8,16,3,Keen Eye,Unnerve,Big Pecks,365,68,67,55,43,55,77,,,,Medium Slow,1,Flying,,,15,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,corvisquire.png
959,959,823,Corviknight,8,Normal,Raven Pokémon,2,Flying,Steel,2.2,75,3,Pressure,Unnerve,Mirror Armor,495,98,87,105,53,85,67,,,,Medium Slow,1,Flying,,,15,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,corviknight.png
960,960,824,Blipbug,8,Normal,Larva Pokémon,1,Bug,,0.4,8,3,Swarm,Compound Eyes,Telepathy,180,25,20,20,25,45,45,,,,Medium Fast,1,Bug,,,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,blipbug.png
961,961,825,Dottler,8,Normal,Radome Pokémon,2,Bug,Psychic,0.4,19.5,3,Swarm,Compound Eyes,Telepathy,335,50,35,80,50,90,30,,,,Medium Fast,1,Bug,,,15,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1,dottler.png
962,962,826,Orbeetle,8,Normal,Seven Spot Pokémon,2,Bug,Psychic,0.4,40.8,3,Swarm,Frisk,Telepathy,505,60,45,110,80,120,90,,,,Medium Fast,1,Bug,,,15,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1,orbeetle.png
963,963,827,Nickit,8,Normal,Fox Pokémon,1,Dark,,0.6,8.9,3,Run Away,Unburden,Stakeout,245,40,28,28,47,52,50,,,,Fast,1,Field,,,15,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,nickit.png
964,964,828,Thievul,8,Normal,Fox Pokémon,1,Dark,,1.2,19.9,3,Run Away,Unburden,Stakeout,455,70,58,58,87,92,90,,,,Fast,1,Field,,,15,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,thievul.png
965,965,829,Gossifleur,8,Normal,Flowering Pokémon,1,Grass,,0.4,2.2,3,Cotton Down,Regenerator,Effect Spore,250,40,40,60,40,60,10,,,,Medium Fast,1,Grass,,,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,gossifleur.png
966,966,830,Eldegoss,8,Normal,Cotton Bloom Pokémon,1,Grass,,0.5,2.5,3,Cotton Down,Regenerator,Effect Spore,460,60,50,90,80,120,60,,,,Medium Fast,1,Grass,,,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,eldegoss.png
967,967,831,Wooloo,8,Normal,Sheep Pokémon,1,Normal,,0.6,6,3,Fluffy,Run Away,Bulletproof,270,42,40,55,40,45,48,,,,Medium Fast,1,Field,,,15,1,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,wooloo.png
968,968,832,Dubwool,8,Normal,Sheep Pokémon,1,Normal,,1.3,43,3,Fluffy,Steadfast,Bulletproof,490,72,80,100,60,90,88,,,,Medium Fast,1,Field,,,15,1,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,dubwool.png
969,969,833,Chewtle,8,Normal,Snapping Pokémon,1,Water,,0.3,8.5,3,Strong Jaw,Shell Armor,Swift Swim,284,50,64,50,38,38,44,,,,Medium Fast,2,Monster,Water 1,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,chewtle.png
970,970,834,Drednaw,8,Normal,Bite Pokémon,2,Water,Rock,1,115.5,3,Strong Jaw,Shell Armor,Swift Swim,485,90,115,90,48,68,74,,,,Medium Fast,2,Monster,Water 1,,20,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,drednaw.png
971,971,835,Yamper,8,Normal,Puppy Pokémon,1,Electric,,0.3,13.5,2,Ball Fetch,,Rattled,270,59,45,50,40,50,26,,,,Fast,1,Field,,,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,yamper.png
972,972,836,Boltund,8,Normal,Dog Pokémon,1,Electric,,1,34,2,Strong Jaw,,Competitive,490,69,90,60,90,60,121,,,,Fast,1,Field,,,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,boltund.png
973,973,837,Rolycoly,8,Normal,Coal Pokémon,1,Rock,,0.3,12,3,Steam Engine,Heatproof,Flash Fire,240,30,40,50,40,50,30,,,,Medium Slow,1,Mineral,,,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,rolycoly.png
974,974,838,Carkol,8,Normal,Coal Pokémon,2,Rock,Fire,1.1,78,3,Steam Engine,Flame Body,Flash Fire,410,80,60,90,60,70,50,,,,Medium Slow,1,Mineral,,,15,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,carkol.png
975,975,839,Coalossal,8,Normal,Coal Pokémon,2,Rock,Fire,2.8,310.5,3,Steam Engine,Flame Body,Flash Fire,510,110,80,120,80,90,30,,,,Medium Slow,1,Mineral,,,15,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,coalossal.png
976,976,840,Applin,8,Normal,Apple Core Pokémon,2,Grass,Dragon,0.2,0.5,3,Ripen,Gluttony,Bulletproof,260,40,40,80,40,40,20,,,,Erratic,2,Dragon,Grass,,20,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,applin.png
977,977,841,Flapple,8,Normal,Apple Wing Pokémon,2,Grass,Dragon,0.3,1,3,Ripen,Gluttony,Hustle,485,70,110,80,95,60,70,,,,Erratic,2,Dragon,Grass,,20,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,flapple.png
978,978,842,Appletun,8,Normal,Apple Nectar Pokémon,2,Grass,Dragon,0.4,13,3,Ripen,Gluttony,Thick Fat,485,110,85,80,100,80,30,,,,Erratic,2,Dragon,Grass,,20,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,appletun.png
979,979,843,Silicobra,8,Normal,Sand Snake Pokémon,1,Ground,,2.2,7.6,3,Sand Spit,Shed Skin,Sand Veil,315,52,57,75,35,50,46,,,,Medium Fast,2,Dragon,Field,,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,silicobra.png
980,980,844,Sandaconda,8,Normal,Sand Snake Pokémon,1,Ground,,3.8,65.5,3,Sand Spit,Shed Skin,Sand Veil,510,72,107,125,65,70,71,,,,Medium Fast,2,Dragon,Field,,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,sandaconda.png
981,981,845,Cramorant,8,Normal,Gulp Pokémon,2,Flying,Water,0.8,18,1,Gulp Missile,,,475,70,85,55,85,95,85,,,,Medium Fast,2,Flying,Water 1,,20,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,cramorant.png
982,982,846,Arrokuda,8,Normal,Rush Pokémon,1,Water,,0.5,1,2,Swift Swim,,Propeller Tail,280,41,63,40,40,30,66,,,,Slow,1,Water 2,,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,arrokuda.png
983,983,847,Barraskewda,8,Normal,Skewer Pokémon,1,Water,,1.3,30,2,Swift Swim,,Propeller Tail,490,61,123,60,60,50,136,,,,Slow,1,Water 2,,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,barraskewda.png
984,984,848,Toxel,8,Normal,Baby Pokémon,2,Electric,Poison,0.4,11,3,Rattled,Static,Klutz,242,40,38,35,54,35,40,,,,Medium Slow,1,Undiscovered,,,25,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5,toxel.png
985,985,849,Toxtricity Low Key Form,8,Normal,Punk Pokémon,2,Electric,Poison,1.6,40,3,Punk Rock,Minus,Technician,502,75,98,70,114,70,75,,,,Medium Slow,1,Human-Like,,,25,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5,toxtricity-low-key.png
986,986,849,Toxtricity Amped Form,8,Normal,Punk Pokémon,2,Electric,Poison,1.6,40,3,Punk Rock,Plus,Technician,502,75,98,70,114,70,75,,,,Medium Slow,1,Human-Like,,,25,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5,toxtricity-amped.png
987,987,850,Sizzlipede,8,Normal,Radiator Pokémon,2,Fire,Bug,0.7,1,3,Flash Fire,White Smoke,Flame Body,305,50,65,45,50,50,45,,,,Medium Fast,1,Bug,,,20,1,0,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,sizzlipede.png
988,988,851,Centiskorch,8,Normal,Radiator Pokémon,2,Fire,Bug,3,120,3,Flash Fire,White Smoke,Flame Body,525,100,115,65,90,90,65,,,,Medium Fast,1,Bug,,,20,1,0,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,centiskorch.png
989,989,852,Clobbopus,8,Normal,Tantrum Pokémon,1,Fighting,,0.6,4,2,Limber,,Technician,310,50,68,60,50,50,32,,,,Medium Slow,2,Human-Like,Water 1,,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,clobbopus.png
990,990,853,Grapploct,8,Normal,Tantrum Pokémon,1,Fighting,,1.6,39,2,Limber,,Technician,480,80,118,90,70,80,42,,,,Medium Slow,2,Human-Like,Water 1,,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,grapploct.png
991,991,854,Sinistea,8,Normal,Black Tea Pokémon,1,Ghost,,0.1,0.2,2,Weak Armor,,Cursed Body,308,40,45,45,74,54,50,,,,Medium Fast,2,Amorphous,Mineral,,20,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,sinistea.png
992,992,855,Polteageist,8,Normal,Black Tea Pokémon,1,Ghost,,0.2,0.4,2,Weak Armor,,Cursed Body,508,60,65,65,134,114,70,,,,Medium Fast,2,Amorphous,Mineral,,20,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,polteageist.png
993,993,856,Hatenna,8,Normal,Calm Pokémon,1,Psychic,,0.4,3.4,3,Healer,Anticipation,Magic Bounce,265,42,30,45,56,53,39,,,,Slow,1,Fairy,,,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,hatenna.png
994,994,857,Hattrem,8,Normal,Serene Pokémon,1,Psychic,,0.6,4.8,3,Healer,Anticipation,Magic Bounce,370,57,40,65,86,73,49,,,,Slow,1,Fairy,,,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,hattrem.png
995,995,858,Hatterene,8,Normal,Silent Pokémon,2,Psychic,Fairy,2.1,5,3,Healer,Anticipation,Magic Bounce,510,57,90,95,136,103,29,,,,Slow,1,Fairy,,,20,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,hatterene.png
996,996,859,Impidimp,8,Normal,Wily Pokémon,2,Dark,Fairy,0.4,5.5,3,Prankster,Frisk,Pickpocket,265,45,45,30,55,40,50,,,,Medium Fast,2,Fairy,Human-Like,,20,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2,impidimp.png
997,997,860,Morgrem,8,Normal,Devious Pokémon,2,Dark,Fairy,0.8,12.5,3,Prankster,Frisk,Pickpocket,370,65,60,45,75,55,70,,,,Medium Fast,2,Fairy,Human-Like,,20,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2,morgrem.png
998,998,861,Grimmsnarl,8,Normal,Bulk Up Pokémon,2,Dark,Fairy,1.5,61,3,Prankster,Frisk,Pickpocket,510,95,120,65,95,75,60,,,,Medium Fast,2,Fairy,Human-Like,,20,1,1,1,1,1,1,1,2,1,1,0,1,1,0.5,0,0.25,2,2,grimmsnarl.png
999,999,862,Obstagoon,8,Normal,Blocking Pokémon,2,Dark,Normal,1.6,46,3,Reckless,Guts,Defiant,520,93,90,101,60,81,95,,,,Medium Fast,1,Field,,,15,1,1,1,1,1,1,4,1,1,1,0,2,1,0,1,0.5,1,2,obstagoon.png
1000,1000,863,Perrserker,8,Normal,Viking Pokémon,1,Steel,,0.8,28,3,Battle Armor,Tough Claws,Steely Spirit,440,70,110,100,50,60,50,,,,Medium Fast,1,Field,,,20,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,perrserker.png
1001,1001,864,Cursola,8,Normal,Coral Pokémon,1,Ghost,,1,0.4,2,Weak Armor,,Perish Body,510,60,95,50,145,130,30,,,,Fast,2,Water 1,Water 3,,20,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1,cursola.png
1002,1002,865,Sirfetch'd,8,Normal,Wild Duck Pokémon,1,Fighting,,0.8,117,2,Steadfast,,Scrappy,507,62,135,95,68,82,65,,,,Medium Fast,2,Field,Flying,,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,sirfetch'd.png
